month_id,usd_php
2020-06,50.0972381
2020-07,49.46754545
2020-08,48.84331579
2020-09,48.50568182
2020-10,48.48218182
2020-11,48.25205556
2020-12,48.06372222
2021-01,48.0614
2021-02,48.20416667
2021-03,48.57430435
2021-04,48.462
2021-05,47.95515
2021-06,48.12472727
2021-07,49.94295238
2021-08,50.23433333
2021-09,50.14213636
2021-10,50.74914286
2021-11,50.35705
2021-12,50.24780952
2022-01,51.23528571
2022-02,51.28066667
2022-03,52.07395652
2022-04,51.976
2022-05,52.36175
2022-06,53.56854545
2022-07,55.89252381
2022-08,55.75009524
2022-09,57.4337619
2022-10,58.8247
2022-11,57.65225
2022-12,55.68389474
2023-01,54.99128571
2023-02,54.78305263
2023-03,54.79556522
2023-04,55.3155
2023-05,55.72786364
2023-06,55.89455
2023-07,54.92105
2023-08,56.15985714
2023-09,56.7869
2023-10,56.78885714
2023-11,55.81221053
2023-12,55.58766667
2024-01,55.97227273
2024-02,56.0649
2024-03,55.84926316
2024-04,56.95055
2024-05,57.76186364
2024-06,58.69627778
2024-07,58.48447826
2024-08,57.19345
2024-09,56.07128571
2024-10,57.30086957
2024-11,58.69465
2024-12,58.448
2025-01,58.39061905
2025-02,58.09415
2025-03,57.42457143
2025-04,56.85288889
2025-05,55.6246
2025-06,
